128
0.500000
0.510000
121733.903806,139438.915486,135099.691416
121733.903806,136736.271682,132637.222889
120290.150252,135041.286389,130579.968128
120290.150252,133557.240723,129354.318393
117973.999813,132755.385071,128753.815138
117973.999813,132348.374151,128327.122930
113871.695656,131534.173368,127703.716841
113871.695656,130672.335294,126781.482683
113871.695656,130050.935609,126386.106374
113871.695656,129733.806410,125890.652051
113871.695656,129210.196322,125615.623444
113871.695656,128703.530754,125332.099994
113871.695656,128476.630427,125160.668757
113871.695656,128224.274089,124984.209683
113871.695656,128159.846152,124938.934742
113871.695656,127741.365073,124654.816187
113871.695656,127522.367998,124334.880830
113871.695656,127190.113633,124029.296660
113871.695656,126980.311291,123982.053055
113871.695656,126799.727256,123875.709124
113871.695656,126669.985957,123793.975224
113871.695656,126322.070248,123700.787994
113871.695656,126102.937134,123531.054509
113871.695656,126044.422269,123426.064824
113871.695656,125928.012473,123297.742823
113871.695656,125755.187820,123147.326999
113871.695656,125595.834431,122967.447710
113871.695656,125518.520607,122811.737154
113871.695656,125290.430395,122685.363627
113871.695656,125248.955475,122592.050149
112641.048398,125180.025686,122337.781092
112641.048398,125085.666861,122059.292985
112641.048398,125050.546506,121971.909974
112641.048398,124853.439289,121798.052845
112641.048398,124755.505198,121796.990092
112641.048398,124728.871603,121751.273045
111626.489631,124635.528675,121489.986072
111626.489631,124551.383285,121338.190556
111626.489631,124467.288797,121233.868603
111626.489631,124450.103488,121195.004564
111626.489631,124450.103488,121195.004564
111626.489631,124297.970862,121084.325504
111626.489631,124256.511962,121038.698693
111626.489631,124238.309435,121020.282859
111626.489631,124145.929713,120978.437264
111626.489631,124129.475560,120955.438672
111626.489631,124075.556991,120908.979142
107130.582214,124060.439599,120776.596527
107130.582214,124033.375806,120668.017515
107130.582214,123998.180205,120647.170193
