128
0.700000
0.010000
95289.270145,116849.053895,112084.462798
89108.513689,100724.848021,97711.907288
80504.069952,90773.074294,88027.248511
72077.245142,82859.118790,80242.587126
68290.266212,76395.737937,74340.891580
64700.098583,71856.419858,70011.898074
59333.389977,68152.932919,66425.580997
59333.389977,66057.944716,64747.100425
58594.337757,64317.558347,62943.219284
58594.337757,62859.942503,61787.187145
57651.714718,61673.531042,60727.418453
56264.449947,60910.462596,59949.390340
56264.449947,60323.798047,59370.609469
56264.449947,59860.727925,59086.720098
56264.449947,59546.766598,58816.706952
56264.449947,59402.994688,58709.200258
56264.449947,59261.402829,58565.979228
56264.449947,59029.491203,58412.949446
56264.449947,58855.635713,58256.397211
56264.449947,58722.919342,58153.497697
56264.449947,58594.549487,58070.701952
56264.449947,58468.011571,57944.660731
55518.221611,58343.072567,57748.400820
55518.221611,58076.168478,57484.646688
55518.221611,57887.935120,57238.435093
55518.221611,57637.760278,56999.052226
55518.221611,57365.486691,56769.791072
55518.221611,57229.481557,56632.312915
54527.226959,57006.803707,56453.391461
54527.226959,56759.724682,56267.765323
54527.226959,56622.630600,56147.167167
54527.226959,56459.650754,56033.206612
54527.226959,56374.687066,55911.977403
54527.226959,56311.874637,55844.991432
54527.226959,56151.574218,55743.176374
54527.226959,56103.993159,55691.977632
54524.327730,56083.106177,55663.626884
54524.327730,56051.884434,55632.053765
54524.327730,56013.024331,55602.437284
54524.327730,56003.495463,55560.073839
54524.327730,55939.172975,55506.058818
54524.327730,55890.516322,55485.073185
54524.327730,55821.887626,55450.317009
53781.987628,55788.370358,55374.076550
53781.987628,55674.799043,55293.816228
53781.987628,55628.750304,55220.981292
53781.987628,55587.558630,55150.636354
53781.987628,55440.278460,55038.025270
53781.987628,55300.662533,54894.618860
53643.532772,55134.768130,54685.327345
