256
0.500000
1.000000
114292.722324,140751.508891,135852.294870
107958.987938,136865.668368,132305.253572
107958.987938,134737.661922,130293.014806
107958.987938,133207.261423,129282.566154
107958.987938,132291.404590,128399.737298
107536.668285,131591.773321,127683.246137
107536.668285,130994.250583,127033.433803
107536.668285,130389.506491,126684.771426
107536.668285,129974.657296,126175.258062
107536.668285,129550.674105,125673.555234
107536.668285,129066.742810,125234.829536
107536.668285,128630.956056,124863.333461
107536.668285,128367.431500,124636.425424
107536.668285,128181.604693,124446.720881
107536.668285,127862.674406,124055.809160
107536.668285,127572.151094,123822.360382
107536.668285,127243.265104,123563.932557
107536.668285,127110.289058,123455.233853
107536.668285,126853.307345,123238.386325
107536.668285,126652.014783,123015.852495
107536.668285,126361.096402,122871.342184
107536.668285,126125.246524,122709.886399
107536.668285,125957.547077,122507.786470
107536.668285,125849.427581,122369.986034
107536.668285,125701.071289,122271.304481
107536.668285,125650.735865,122235.759688
107536.668285,125548.720139,122081.984848
107536.668285,125430.711749,121955.779470
105922.163779,125308.975407,121804.620618
105922.163779,125129.777190,121656.417711
105922.163779,125066.362076,121620.783561
105922.163779,124919.988892,121528.292541
105922.163779,124834.805173,121420.912528
105922.163779,124649.467188,121287.893907
105922.163779,124629.578030,121248.703889
105922.163779,124558.553934,121185.447087
105922.163779,124485.157688,121094.847357
105922.163779,124416.219075,121006.588153
105922.163779,124347.413486,120977.456771
105922.163779,124319.863572,120945.130967
105922.163779,124183.577133,120855.211235
105922.163779,124173.669780,120836.609153
105922.163779,124014.029017,120778.114155
105922.163779,123946.597487,120735.210607
105922.163779,123864.352761,120682.949196
105922.163779,123828.050535,120670.332062
105922.163779,123727.684555,120546.165056
105922.163779,123620.185785,120461.763395
105922.163779,123572.425249,120415.618221
105922.163779,123483.887104,120351.393934
