128
0.900000
0.510000
121425.769090,140676.054740,135933.596988
121151.550333,136603.135936,132597.288553
118953.052354,135433.061663,131555.181954
117489.156892,134106.193573,130311.067850
117489.156892,133206.251053,129644.818883
117489.156892,132384.757658,128888.246617
117030.444999,131740.200961,128201.005953
117030.444999,130971.608355,127448.999657
116206.850931,130240.382063,126642.934143
116206.850931,130013.852768,126416.336848
116206.850931,129698.905087,126376.668872
116206.850931,129304.556537,126036.448011
116206.850931,129042.470279,125628.694947
111973.349567,128654.865880,125044.867130
111973.349567,128281.432303,124838.071240
111973.349567,128168.102646,124778.316414
111973.349567,127901.644477,124571.620224
111973.349567,127644.544487,124238.496252
111973.349567,127363.871441,123968.455119
111973.349567,127250.125362,123884.130751
111973.349567,127215.248231,123789.203038
111973.349567,127081.290508,123660.032320
111973.349567,127007.644640,123567.147560
111973.349567,126697.993065,123361.303145
111973.349567,126535.451190,123230.737128
111973.349567,126294.285132,123064.758379
111973.349567,126258.852118,122894.257642
111973.349567,126091.841976,122792.164464
111973.349567,126071.977744,122786.602149
111973.349567,126006.279826,122728.105715
111973.349567,125855.110566,122610.480621
111973.349567,125599.198663,122448.967351
111973.349567,125531.887256,122318.564035
111973.349567,125323.964750,122201.347990
111973.349567,125164.012896,121988.596065
111973.349567,125140.493349,121956.718933
111973.349567,125068.123230,121891.149146
111973.349567,125023.228210,121752.199116
111973.349567,124948.276570,121669.513623
111973.349567,124837.931211,121522.754945
111973.349567,124737.541611,121421.279440
111973.349567,124690.006164,121376.425404
111973.349567,124631.528975,121286.858383
111973.349567,124547.249615,121200.866249
111973.349567,124496.754830,121088.373413
111973.349567,124314.704015,121018.597907
111973.349567,124240.575132,120871.030831
111973.349567,124006.899864,120756.559694
111973.349567,124006.852516,120684.167952
111973.349567,123911.686361,120597.026730
