256
0.800000
0.010000
90269.376214,116448.356826,112014.261817
82092.296611,101608.273851,97797.893508
78752.830093,90545.784234,87438.910615
71350.544009,81221.185215,78806.847590
69092.847959,76289.224803,74589.836567
66258.828422,73238.417673,71785.023808
61289.392687,69576.070861,67720.872027
58577.617453,63846.275731,62428.218444
56648.966992,61557.392978,60479.947947
56091.834506,60288.351619,59272.573037
54569.411396,59242.850505,58260.804626
54569.411396,58610.634646,57583.864826
53649.467309,58049.888426,57116.262935
52469.988193,57584.503997,56698.886022
52469.988193,57258.579915,56420.456343
52469.988193,56918.477920,56094.120339
51615.058926,56601.967641,55659.638885
51615.058926,56200.754852,55110.800714
51615.058926,55811.107482,54653.620963
50996.938212,55351.029988,54269.091222
50876.272507,54926.294566,53965.299909
50876.272507,54625.887161,53664.196178
50820.223413,54394.243508,53454.812609
50820.223413,54219.017082,53296.564845
49180.832828,53954.624480,53045.137165
49082.388986,53741.599638,52768.022402
49082.388986,53576.789119,52575.993271
49082.388986,53373.463778,52397.677427
49082.388986,53167.596610,52264.084429
48522.697662,52954.829514,52079.037083
48522.697662,52772.174323,51914.939838
47891.820956,52544.820239,51719.390558
47891.820956,52394.343289,51633.095490
47891.820956,52272.556795,51517.183638
47891.820956,52176.895615,51419.275807
47891.820956,52073.625702,51294.581020
47891.820956,51903.026898,51133.986183
47891.820956,51800.511645,51015.424215
47891.820956,51619.758013,50865.668576
47891.820956,51441.877422,50682.564859
47891.820956,51282.012384,50538.093071
47891.820956,51063.665605,50365.586695
47891.820956,50916.856239,50251.816478
47552.504396,50714.528494,50070.897949
47552.504396,50628.735956,49965.082058
47552.504396,50485.025572,49842.162298
47552.504396,50420.410675,49756.660348
47552.504396,50293.551484,49676.290857
47552.504396,50176.723045,49589.218189
47552.504396,50096.852895,49503.904517
