128
1.000000
0.510000
115863.532942,140448.831009,135560.730023
115343.163168,137071.138412,132539.192868
115343.163168,134964.455953,130654.186409
115343.163168,133589.709400,129542.845070
115343.163168,133086.663952,129065.948299
115343.163168,132077.224963,128201.556714
115343.163168,131141.962446,127447.637271
112019.538472,130383.212081,126679.377216
112019.538472,129958.028634,126363.961387
112019.538472,129507.235162,125701.735843
109354.461455,129092.697613,125379.714651
109354.461455,128796.320152,125150.015397
109354.461455,128453.705161,125002.433732
109354.461455,128219.368872,124831.885386
109354.461455,128035.341323,124720.645386
109354.461455,127854.938731,124260.403828
109354.461455,127825.379645,124234.086045
109354.461455,127526.416952,124174.319222
109354.461455,127385.216518,123960.299377
109354.461455,127007.788131,123749.597942
109354.461455,126859.716919,123546.114640
109354.461455,126858.158559,123519.322983
109354.461455,126676.629670,123232.210222
109354.461455,126615.282337,123169.329910
107843.893160,126434.976416,122986.925540
107843.893160,126407.043192,122984.197204
107843.893160,126345.302230,122915.536169
107843.893160,126278.065316,122814.333683
107843.893160,126040.744217,122642.395836
107843.893160,125807.736396,122544.052191
107843.893160,125743.089197,122430.284944
107843.893160,125677.113386,122412.725319
107843.893160,125479.307989,122335.485867
107843.893160,125182.518260,122123.148056
107843.893160,125111.843015,122018.735423
107843.893160,124984.991592,121777.200649
107843.893160,124955.995063,121701.888683
107843.893160,124775.675096,121665.567904
107843.893160,124710.658334,121631.579401
107843.893160,124689.075026,121614.986109
107843.893160,124628.621806,121284.674109
107843.893160,124496.474978,121211.694272
107843.893160,124432.032860,121088.972966
107843.893160,124304.469153,120980.462282
107843.893160,124218.779487,120975.856891
107843.893160,124170.359956,120885.384841
107843.893160,124097.030044,120673.206137
107843.893160,123942.819976,120574.974832
107843.893160,123827.187985,120458.060932
107843.893160,123803.321983,120396.097406
